,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,DurationOfTenure
4194,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.9,No,< 1 Year
4195,No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.85,No,1 - 2 Years
4196,No,8,Yes,No,DSL,No,No,Month-to-month,No,29.35,No,< 1 Year
4197,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.6,No,> 3 Years
4198,No,12,No,Yes,DSL,No,No,Month-to-month,Yes,49.4,No,1 - 2 Years
4199,Yes,42,No,No,DSL,Yes,Yes,One year,No,73.15,No,> 3 Years
4200,No,10,Yes,Yes,DSL,Yes,No,Month-to-month,No,40.7,No,< 1 Year
4201,No,34,No,Yes,Fiber optic,No,No,Month-to-month,No,88.85,No,2 - 3 Years
4202,No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,No,< 1 Year
4203,Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,No,> 3 Years
4204,Yes,37,Yes,No,DSL,Yes,Yes,Two year,Yes,62.8,No,> 3 Years
4205,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.05,No,> 3 Years
4206,Yes,29,No,Yes,DSL,Yes,No,Month-to-month,No,80.1,No,2 - 3 Years
4207,Yes,22,No,No,Fiber optic,No,No,Month-to-month,No,85.35,No,1 - 2 Years
4208,No,65,No,Yes,Fiber optic,Yes,No,Two year,No,105.1,No,> 3 Years
4209,No,9,No,No,DSL,No,No,Month-to-month,Yes,24.6,No,< 1 Year
4210,No,67,No,No,Fiber optic,No,No,Month-to-month,Yes,94.65,No,> 3 Years
4211,No,64,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,115.0,No,> 3 Years
4212,Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.15,No,> 3 Years
4213,No,42,Yes,Yes,DSL,Yes,Yes,One year,Yes,54.75,No,> 3 Years
4214,No,26,No,Yes,DSL,Yes,No,One year,Yes,56.05,No,2 - 3 Years
4215,No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,90.05,No,> 3 Years
4216,No,31,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,No,2 - 3 Years
4217,No,54,Yes,Yes,Fiber optic,No,No,One year,Yes,100.05,No,> 3 Years
4218,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No,< 1 Year
4219,Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,105.5,No,> 3 Years
4220,Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,59.7,No,> 3 Years
4221,No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.8,Yes,> 3 Years
4222,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,117.6,No,> 3 Years
4223,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.1,No,1 - 2 Years
4224,No,50,Yes,Yes,Fiber optic,No,Yes,One year,No,108.55,Yes,> 3 Years
4225,No,1,No,No,DSL,No,No,Month-to-month,No,45.15,No,< 1 Year
4226,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes,< 1 Year
4227,No,54,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,109.55,No,> 3 Years
4228,No,9,No,No,DSL,No,No,Month-to-month,Yes,45.4,Yes,< 1 Year
4229,Yes,5,No,No,DSL,No,No,Month-to-month,No,46.0,Yes,< 1 Year
4230,Yes,12,No,No,DSL,No,Yes,One year,No,30.25,No,1 - 2 Years
4231,No,72,No,Yes,Fiber optic,Yes,No,One year,Yes,104.95,No,> 3 Years
4232,No,61,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.2,No,> 3 Years
4233,No,18,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.1,Yes,1 - 2 Years
4234,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,No,> 3 Years
4235,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,No,2 - 3 Years
4236,No,64,Yes,No,DSL,Yes,Yes,Two year,Yes,85.0,No,> 3 Years
4237,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.3,Yes,< 1 Year
4238,No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No,1 - 2 Years
4239,No,28,No,No,DSL,Yes,No,Month-to-month,Yes,59.55,No,2 - 3 Years
4240,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,73.15,No,1 - 2 Years
4241,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.65,No,> 3 Years
4242,No,71,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,99.0,No,> 3 Years
4243,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,No,> 3 Years
4244,No,18,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.6,No,1 - 2 Years
4245,No,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.4,No,> 3 Years
4246,Yes,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,No,1 - 2 Years
4247,No,31,No,No,Fiber optic,No,No,Month-to-month,Yes,84.85,No,2 - 3 Years
4248,Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.1,Yes,< 1 Year
4249,Yes,66,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,No,> 3 Years
4250,No,43,No,No,Fiber optic,Yes,Yes,One year,Yes,107.55,Yes,> 3 Years
4251,No,14,Yes,Yes,Fiber optic,No,Yes,One year,No,105.95,Yes,1 - 2 Years
4252,No,65,No,No,Fiber optic,No,No,One year,Yes,70.95,No,> 3 Years
4253,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.4,No,< 1 Year
4254,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,75.0,Yes,1 - 2 Years
4255,No,32,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.55,No,2 - 3 Years
4256,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.55,No,< 1 Year
4257,No,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.75,No,> 3 Years
4258,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes,< 1 Year
4259,Yes,21,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.05,Yes,1 - 2 Years
4260,No,17,Yes,No,Fiber optic,No,No,Month-to-month,No,93.85,Yes,1 - 2 Years
4261,No,25,No,No,Fiber optic,No,No,Month-to-month,No,70.95,Yes,2 - 3 Years
4262,Yes,3,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,Yes,< 1 Year
4263,No,1,No,No,Fiber optic,No,No,Month-to-month,No,78.45,Yes,< 1 Year
4264,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No,> 3 Years
4265,No,64,Yes,No,Fiber optic,Yes,No,Two year,Yes,94.6,No,> 3 Years
4266,No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.95,No,1 - 2 Years
4267,Yes,69,Yes,No,Fiber optic,Yes,No,One year,No,84.45,No,> 3 Years
4268,No,4,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.4,Yes,< 1 Year
4269,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.45,Yes,< 1 Year
4270,No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.15,No,> 3 Years
4271,No,43,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.3,No,> 3 Years
4272,No,64,No,No,Fiber optic,Yes,Yes,One year,No,102.1,No,> 3 Years
4273,No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No,> 3 Years
4274,No,4,No,No,Fiber optic,Yes,No,Month-to-month,No,86.05,No,< 1 Year
4275,No,47,No,Yes,DSL,No,No,Month-to-month,Yes,58.6,No,> 3 Years
4276,No,1,No,No,DSL,No,No,Month-to-month,Yes,53.55,Yes,< 1 Year
4277,No,51,Yes,Yes,Fiber optic,Yes,No,One year,No,107.45,No,> 3 Years
4278,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,92.0,No,> 3 Years
4279,No,71,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.25,No,> 3 Years
4280,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,No,< 1 Year
4281,No,10,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.4,Yes,< 1 Year
4282,No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.25,Yes,< 1 Year
4283,No,72,Yes,No,DSL,Yes,Yes,Two year,No,86.65,No,> 3 Years
4284,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,No,2 - 3 Years
4285,No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,No,> 3 Years
4286,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.9,Yes,< 1 Year
4287,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.65,No,< 1 Year
4288,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,No,< 1 Year
4289,No,1,No,No,DSL,No,No,Month-to-month,No,45.3,Yes,< 1 Year
4290,No,2,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,80.45,No,< 1 Year
4291,No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,80.6,Yes,< 1 Year
4292,No,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.4,Yes,1 - 2 Years
4293,No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,75.55,No,2 - 3 Years
4294,No,31,Yes,No,DSL,No,Yes,One year,Yes,64.0,No,2 - 3 Years
4295,No,5,No,Yes,DSL,No,No,Month-to-month,Yes,50.95,No,< 1 Year
4296,No,37,Yes,No,Fiber optic,No,No,Month-to-month,Yes,91.15,No,> 3 Years
4297,No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,66.4,No,2 - 3 Years
4298,Yes,33,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No,2 - 3 Years
4299,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,79.5,No,> 3 Years
4300,No,60,Yes,No,DSL,Yes,No,One year,Yes,44.45,No,> 3 Years
4301,No,10,No,No,DSL,No,No,Month-to-month,Yes,56.75,No,< 1 Year
4302,No,46,No,Yes,DSL,No,No,Month-to-month,Yes,69.1,No,> 3 Years
4303,Yes,21,Yes,No,Fiber optic,No,No,Month-to-month,No,80.35,No,1 - 2 Years
4304,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,Yes,< 1 Year
4305,No,54,No,Yes,DSL,Yes,No,One year,Yes,55.45,No,> 3 Years
4306,No,33,No,Yes,DSL,Yes,No,Month-to-month,Yes,66.4,No,2 - 3 Years
4307,No,4,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.9,No,< 1 Year
4308,No,59,Yes,No,DSL,Yes,Yes,Two year,Yes,64.05,No,> 3 Years
4309,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,117.5,No,> 3 Years
4310,Yes,56,Yes,Yes,DSL,Yes,Yes,Two year,No,81.25,No,> 3 Years
4311,No,60,No,Yes,DSL,Yes,Yes,Two year,No,60.8,No,> 3 Years
4312,No,67,Yes,Yes,Fiber optic,No,No,Month-to-month,No,83.85,No,> 3 Years
4313,No,62,Yes,Yes,Fiber optic,No,No,One year,Yes,92.3,No,> 3 Years
4314,No,54,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.05,No,> 3 Years
4315,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,69.95,No,1 - 2 Years
4316,No,1,No,No,DSL,No,No,Month-to-month,No,45.8,Yes,< 1 Year
4317,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,No,< 1 Year
4318,No,66,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.55,No,> 3 Years
4319,No,8,Yes,No,Fiber optic,No,No,Month-to-month,No,84.95,Yes,< 1 Year
4320,Yes,7,Yes,No,DSL,No,Yes,Month-to-month,No,34.65,No,< 1 Year
4321,No,21,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No,1 - 2 Years
4322,No,4,Yes,No,DSL,Yes,No,Month-to-month,No,35.0,No,< 1 Year
4323,No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.2,No,1 - 2 Years
4324,No,42,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.35,No,> 3 Years
4325,Yes,7,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,89.75,Yes,< 1 Year
4326,No,1,Yes,No,DSL,No,No,Month-to-month,Yes,50.75,No,< 1 Year
4327,No,40,No,No,DSL,Yes,No,One year,Yes,50.25,No,> 3 Years
4328,No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.8,No,> 3 Years
4329,No,3,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.45,No,< 1 Year
4330,No,3,Yes,No,DSL,No,Yes,Month-to-month,No,34.25,Yes,< 1 Year
4331,No,43,No,Yes,DSL,Yes,Yes,One year,No,85.1,No,> 3 Years
4332,No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,75.35,No,< 1 Year
4333,No,56,Yes,Yes,Fiber optic,Yes,No,One year,Yes,93.15,No,> 3 Years
4334,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,79.65,Yes,< 1 Year
4335,No,20,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No,1 - 2 Years
4336,No,3,No,No,DSL,No,No,Month-to-month,No,50.4,No,< 1 Year
4337,Yes,49,No,No,Fiber optic,No,Yes,One year,Yes,97.95,No,> 3 Years
4338,No,59,No,No,DSL,Yes,Yes,Month-to-month,Yes,64.65,No,> 3 Years
4339,No,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,111.05,No,> 3 Years
4340,Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.95,No,< 1 Year
4341,Yes,40,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,No,> 3 Years
4342,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.85,No,< 1 Year
4343,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,64.05,No,> 3 Years
4344,No,10,No,No,DSL,No,No,Month-to-month,Yes,45.55,Yes,< 1 Year
4345,Yes,14,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.55,No,1 - 2 Years
4346,No,23,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,99.25,Yes,1 - 2 Years
4347,No,57,No,Yes,DSL,Yes,Yes,One year,No,74.6,No,> 3 Years
4348,Yes,34,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.85,No,2 - 3 Years
4349,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,69.05,No,2 - 3 Years
4350,No,67,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.85,No,> 3 Years
4351,No,63,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.5,No,> 3 Years
4352,No,7,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.65,Yes,< 1 Year
4353,Yes,27,Yes,Yes,DSL,No,No,One year,No,56.2,No,2 - 3 Years
4354,No,52,Yes,Yes,DSL,No,Yes,Two year,No,39.1,No,> 3 Years
4355,Yes,5,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,99.15,Yes,< 1 Year
4356,No,72,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,109.95,No,> 3 Years
4357,Yes,17,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.1,Yes,1 - 2 Years
4358,Yes,31,Yes,Yes,DSL,No,Yes,One year,Yes,75.25,No,2 - 3 Years
4359,No,1,No,Yes,DSL,No,No,Month-to-month,Yes,29.85,No,< 1 Year
4360,Yes,56,Yes,No,DSL,No,No,One year,No,65.2,No,> 3 Years
4361,No,3,No,No,Fiber optic,Yes,No,Month-to-month,No,73.85,No,< 1 Year
4362,Yes,9,No,Yes,DSL,No,No,Month-to-month,Yes,55.3,No,< 1 Year
4363,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,108.15,No,> 3 Years
4364,No,3,No,No,DSL,No,Yes,Month-to-month,Yes,29.75,No,< 1 Year
4365,No,2,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,86.25,Yes,< 1 Year
4366,No,57,No,No,Fiber optic,Yes,No,Two year,Yes,95.25,Yes,> 3 Years
4367,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.6,Yes,< 1 Year
4368,No,14,Yes,No,DSL,No,No,Month-to-month,Yes,64.7,Yes,1 - 2 Years
4369,No,63,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,109.25,No,> 3 Years
4370,No,29,No,No,DSL,Yes,No,Month-to-month,No,48.95,No,2 - 3 Years
4371,No,67,Yes,Yes,Fiber optic,No,No,One year,Yes,100.9,No,> 3 Years
4372,No,52,Yes,Yes,DSL,Yes,Yes,Two year,No,66.25,No,> 3 Years
4373,Yes,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No,1 - 2 Years
4374,No,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,109.7,No,> 3 Years
4375,No,54,Yes,Yes,DSL,No,No,Two year,Yes,65.3,No,> 3 Years
4376,No,62,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,90.7,No,> 3 Years
4377,No,49,No,No,DSL,No,No,Month-to-month,Yes,52.15,No,> 3 Years
4378,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,Yes,< 1 Year
4379,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,80.4,Yes,< 1 Year
4380,No,52,Yes,No,DSL,Yes,No,Two year,No,59.85,No,> 3 Years
4381,Yes,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.0,No,> 3 Years
4382,Yes,48,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,95.5,Yes,> 3 Years
4383,No,72,Yes,Yes,Fiber optic,Yes,No,Two year,No,100.65,No,> 3 Years
4384,Yes,66,Yes,Yes,Fiber optic,Yes,No,One year,Yes,103.15,No,> 3 Years
4385,Yes,6,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,No,< 1 Year
4386,No,70,Yes,Yes,DSL,Yes,Yes,One year,No,79.4,No,> 3 Years
4387,No,5,No,No,Fiber optic,No,No,Month-to-month,No,80.2,No,< 1 Year
4388,No,33,No,No,Fiber optic,No,No,Month-to-month,No,68.25,Yes,2 - 3 Years
4389,No,20,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.35,No,1 - 2 Years
4390,No,29,No,No,Fiber optic,No,Yes,Month-to-month,Yes,94.2,No,2 - 3 Years
4391,No,1,No,No,DSL,No,No,Month-to-month,No,45.2,No,< 1 Year
4392,No,30,No,Yes,Fiber optic,Yes,Yes,One year,No,110.45,No,2 - 3 Years
4393,Yes,53,Yes,Yes,DSL,No,Yes,One year,No,62.85,No,> 3 Years
4394,No,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.05,No,> 3 Years
4395,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,68.95,No,< 1 Year
4396,No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,74.6,No,> 3 Years
4397,No,6,Yes,No,DSL,No,No,Month-to-month,No,29.45,No,< 1 Year
4398,No,70,No,No,Fiber optic,Yes,Yes,Two year,Yes,104.3,No,> 3 Years
4399,No,1,No,No,DSL,No,No,Month-to-month,No,44.4,Yes,< 1 Year
4400,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.3,No,< 1 Year
4401,Yes,23,No,Yes,Fiber optic,Yes,Yes,One year,No,86.8,No,1 - 2 Years
4402,Yes,47,No,Yes,Fiber optic,No,No,One year,Yes,84.95,No,> 3 Years
4403,No,3,No,Yes,DSL,No,No,Month-to-month,Yes,30.75,No,< 1 Year
4404,No,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.8,Yes,< 1 Year
4405,Yes,15,No,No,DSL,Yes,Yes,Month-to-month,Yes,59.65,No,1 - 2 Years
4406,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.95,No,< 1 Year
4407,No,2,No,No,DSL,No,No,Month-to-month,No,62.05,Yes,< 1 Year
4408,No,9,No,No,Fiber optic,No,Yes,Month-to-month,No,86.25,No,< 1 Year
4409,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,70.25,No,< 1 Year
4410,No,8,No,No,Fiber optic,No,No,Month-to-month,No,70.7,No,< 1 Year
4411,No,26,No,Yes,Fiber optic,Yes,No,Month-to-month,No,89.8,Yes,2 - 3 Years
4412,Yes,23,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,99.85,Yes,1 - 2 Years
4413,Yes,34,Yes,Yes,DSL,Yes,No,One year,Yes,60.8,No,2 - 3 Years
4414,No,48,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.1,No,> 3 Years
4415,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.05,No,< 1 Year
4416,No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,105.3,No,< 1 Year
4417,Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.95,No,1 - 2 Years
4418,No,63,No,Yes,Fiber optic,No,Yes,Month-to-month,No,105.4,No,> 3 Years
4419,No,49,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,106.65,No,> 3 Years
4420,No,3,No,No,DSL,No,No,Month-to-month,Yes,43.3,Yes,< 1 Year
4421,No,53,No,No,Fiber optic,No,No,Month-to-month,No,85.45,Yes,> 3 Years
4422,No,70,No internet service,No internet service,No,No internet service,No internet service,One year,No,26.05,No,> 3 Years
4423,No,51,Yes,Yes,DSL,Yes,Yes,One year,Yes,81.15,No,> 3 Years
4424,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,Yes,< 1 Year
4425,Yes,18,No,No,DSL,Yes,Yes,One year,Yes,54.4,No,1 - 2 Years
4426,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,No,< 1 Year
4427,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,No,> 3 Years
4428,No,45,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,Yes,> 3 Years
4429,No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,69.25,Yes,1 - 2 Years
4430,No,31,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,90.55,No,2 - 3 Years
4431,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,69.55,Yes,< 1 Year
4432,No,69,Yes,Yes,DSL,Yes,Yes,One year,Yes,78.6,Yes,> 3 Years
4433,No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,91.65,No,> 3 Years
4434,Yes,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,No,< 1 Year
4435,No,45,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,107.75,No,> 3 Years
4436,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,85.35,Yes,< 1 Year
4437,No,1,No,Yes,DSL,No,No,Month-to-month,Yes,48.6,No,< 1 Year
4438,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,70.5,No,< 1 Year
4439,No,72,Yes,No,Fiber optic,No,Yes,Two year,Yes,84.7,No,> 3 Years
4440,No,27,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.05,Yes,2 - 3 Years
4442,No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,No,< 1 Year
4443,No,49,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.45,No,> 3 Years
4444,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,No,< 1 Year
4445,Yes,52,Yes,Yes,DSL,No,Yes,Two year,Yes,85.15,No,> 3 Years
4446,Yes,11,Yes,No,DSL,No,Yes,One year,Yes,36.05,No,< 1 Year
4447,No,6,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.6,No,< 1 Year
4448,Yes,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No,2 - 3 Years
4449,No,33,Yes,Yes,Fiber optic,No,Yes,One year,Yes,93.55,No,2 - 3 Years
4450,Yes,72,No,No,Fiber optic,Yes,No,Two year,Yes,90.8,No,> 3 Years
4451,No,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.65,Yes,< 1 Year
4452,No,1,No,No,DSL,No,No,Month-to-month,No,25.25,No,< 1 Year
4453,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.65,Yes,< 1 Year
4454,No,7,No,Yes,DSL,No,No,Month-to-month,Yes,51.3,No,< 1 Year
4455,Yes,32,Yes,Yes,DSL,No,No,Month-to-month,Yes,35.15,No,2 - 3 Years
4456,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.5,No,< 1 Year
4457,No,5,No,No,DSL,Yes,No,Month-to-month,No,39.5,Yes,< 1 Year
4458,No,17,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.4,Yes,1 - 2 Years
4459,No,3,No,Yes,DSL,No,No,Month-to-month,Yes,49.9,Yes,< 1 Year
4460,Yes,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.2,Yes,< 1 Year
4461,Yes,19,No,No,DSL,No,No,Month-to-month,Yes,25.35,No,1 - 2 Years
4462,Yes,62,Yes,Yes,DSL,Yes,Yes,Two year,No,86.1,No,> 3 Years
4463,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.25,Yes,< 1 Year
